conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,lang,quote_count,reply_count,retweet_count
1898554340660695127,2025-03-09T02:00:02.000Z,3,Marciano Norman: Cabang Olahraga Harus Punya Sumber Pendanaan Mandiri #TempoPlus https://t.co/QqOB7OPqKp,1898554340660695127,,in,0,0,1
1898118896630350153,2025-03-08T14:29:05.000Z,9,"@Franken_blues Pantas 10 tahun memerintah negeri ini nyungsep dalam hutang, andai memang berhasil pasti tdk ada makan gratis, tdk ada pemangkasan anggaran, tidak ada korupsi gila2 an, tdk ada defisit anggaran 400 T..
Anehnya masih aja ada yg bilangnis the best.. https://t.co/zMRiSxpPin",1898380457110307169,https://pbs.twimg.com/ext_tw_video_thumb/1898380320250224640/pu/img/X09zifEZevlltF6q.jpg,in,0,0,4
1898328586425381160,2025-03-08T11:02:58.000Z,1,"Kabar dugaan pemangkasan anggaran Makanan Bergizi Gratis (MBG) dari Rp10 ribu jadi Rp8 ribu per porsi menimbulkan kekhawatiran.

👨‍⚕️ Dokter dan ahli gizi masyarakat, dr. Tan Shot Yen, memberikan pandangannya terkait hal ini. Ia menilai, secara teknis, anggaran Rp8 ribu memang https://t.co/1T2y2fO880",1898328586425381160,https://pbs.twimg.com/media/Glg3yfLbcAAMlR9.jpg,in,0,3,1
1898294405552816273,2025-03-08T08:47:09.000Z,0,Senator dr Ratu Pemangkasan Anggaran KND Hambat Hak Penyandang Disabilitas https://t.co/v2jq31yTLX,1898294405552816273,,in,0,0,0
1898281281185890590,2025-03-08T07:55:00.000Z,1,"KPK Terima Laporan Pemangkasan Anggaran Makan Bergizi Gratis, Ini Penjelasan BGN

https://t.co/Jlc0g68IF9",1898281281185890590,,in,0,4,0
1898203798184902879,2025-03-08T02:47:07.000Z,4,"Komisi Pemberantasan Korupsi (KPK) akan menindaklanjuti dugaan pemangkasan anggaran program Makanan Bergizi Gratis (MBG) menjadi Rp8.000 per porsi dari sekitar Rp10.000 per porsi, sebagai tindakan preventif. 

Simak selengkapnya: https://t.co/rV8sPgrCLY

Foto: BPMI Setpres https://t.co/kQM2wkC8UI",1898203798184902879,https://pbs.twimg.com/media/GlfGOh9aAAAl9Ss.jpg,in,0,1,2
1898003202630635875,2025-03-07T13:30:01.000Z,164,Bibit Krisis Ekonomi: Danantara dan Pemangkasan Anggaran #TempoPlus https://t.co/gdsXg2G70I,1898003202630635875,,in,1,5,68
1897998541660082352,2025-03-07T13:11:30.000Z,4,"Masyarakat desa sangat banyak yg terjerat rentenir, pinjol, ijon.
Pinjam modal utk bibit, pupuk, bayarnya berlipat ganda.
Saat panen, uangnya habis utk bayar pinjaman.

Saatnya masyarakat desa hidup sejahtera.
Dari efesiensi pemangkasan anggaran, di alokasikan utk mereka.",1897998541660082352,,in,1,2,4
1897979163232882715,2025-03-07T12:02:45.000Z,3,"@BudiBukanIntel Program pemangkasan anggaran yg sangat ambisius mengorbankan masa depan banyak orang. Proses TMT hrs ditunda setahun untk memuaskan pesta pora para jahanam. Smentara mreka yg sdh hidup bergelimang harta tak rela sdikitpun hartanya dikurangi. Hidup Mulyono!!! Hidup penyamun,..",1897981240516706378,,in,0,0,1
1897950988813976065,2025-03-07T10:02:32.000Z,4,"Yang Masih ANGET.....!
.
Pak @prabowo Kok Gitu Sih.....?
Semua Kena Pemangkasan Anggaran.....! Apa Karena ""HILIRISASI"" atau ""MBG"" https://t.co/d50Ad7yOqT",1897950988813976065,https://pbs.twimg.com/media/GlbgXN8bwAQvzLV.jpg,in,0,2,0
1897942359385817190,2025-03-07T09:28:15.000Z,2,"Gais, pemangkasan anggaran is a significant issue. It’s only a matter of time before it affects every one of you.",1897942359385817190,,en,0,0,0
1897940288150421508,2025-03-07T09:20:01.000Z,2,HIMKI Prediksi Penjualan Mebel Dalam Negeri Anjlok 50 Persen karena Pemangkasan Anggaran  https://t.co/SdqYkSgUMN,1897940288150421508,,in,0,0,2
1897927629644394626,2025-03-07T08:29:43.000Z,211,"Hasil kinerja 100 hari Presiden Prabowo, rakyat bantu rakyat.

Infrastruktur diabaikan, katanya pemangkasan anggaran bakal lanjut sampai tahun 2027. https://t.co/awaMnupSRG",1897927629644394626,https://pbs.twimg.com/media/GlbLHcgbwAEvqUf.jpg,in,2,12,85
1897906835169964434,2025-03-07T07:07:05.000Z,0,Operasional Pemeliharaan Lampu Jalan di Kulonprogo Terdampak Pemangkasan Anggaran https://t.co/GQvQidagMx https://t.co/cw36cNtJLW,1897906835169964434,https://pbs.twimg.com/media/Gla4NUQWIAA8GsZ.jpg,in,0,0,0
1897906387163713589,2025-03-07T07:05:18.000Z,2,"Sesmenko Polkam: Optimalisasi Anggaran Bukan Sekedar Pemangkasan Anggaran https://t.co/bpUVdMTrNA

#KemenkoPolkam
#MenkoPolkam",1897906387163713589,,in,0,9,0
1897831949550690405,2025-03-07T02:09:31.000Z,4,"[PRESS RELEASE AUDIENSI DANA PAGU ORMAWA/UKM UPNVJ]

Halo, Keluarga Mahasiswa UPNVJ!

Isu efisiensi anggaran dan pemangkasan dana pagu menjadi perhatian utama bagi Ormawa dan UKM UPNVJ. https://t.co/oxC2FHnAIO",1897831949550690405,https://pbs.twimg.com/media/GlZ0GK_bwAMwUhl.jpg,in,0,1,0
1897747919119565076,2025-03-06T20:35:37.000Z,0,"Kena Efek Pemangkasan Anggaran Pemerintah, Saatnya Hotel Pindah ke Leisure https://t.co/f2YD6Pv9px",1897747919119565076,,in,0,0,0
1897557885523255371,2025-03-06T14:05:09.000Z,10,@tempodotco Negara2 maju mengadakan pendidikan gratis di sini mengadakan pemangkasan anggaran pendidikan dan sektor2 lainnya........mana tahaan...ancooor...,1897649656374649010,,in,0,0,0
1897557885523255371,2025-03-06T08:00:45.000Z,10,"Selengkapnya di sini👇
https://t.co/zbRQR9cYRc",1897557952451760408,,in,0,0,1
1897557885523255371,2025-03-06T08:00:35.000Z,20,"Ketua Badan Eksekutif Mahasiswa (BEM) UI Defani Shafa Maharani mengungkapkan kondisi tersebut. 

Lewat akun Instagram resmi BEM UI, ia mengulas isi Surat Edaran Rektor UI perihal pemangkasan anggaran di Kementerian Pendidikan Tinggi, Sains, dan Teknologi.",1897557912190619952,,in,4,1,1
1897557885523255371,2025-03-06T08:00:29.000Z,1457,"Mahasiswa Universitas Indonesia (UI) mulai merasakan secara langsung dampak keputusan pemerintah pusat memangkas anggaran 2025.

Pemangkasan anggaran itu mengakibatkan kampus UI menjadi gelap di malam hari karena lampu penerangan dalam kampus dimatikan.

#tempodotco https://t.co/Mpb6L9Hvhm",1897557885523255371,https://pbs.twimg.com/media/GlV6vZIWoAA7GTG.jpg,in,70,30,318
1897114224801013851,2025-03-05T02:37:32.000Z,3,"Efesiensi pemangkasan anggaran kementerian, di alokasi utk masyarakat desa adalah langkah tepat bagi percepatan pembangunan di desa

Harga jual produksi pertanian bisa tinggi, harga sembako sampai didesa bisa murah

Para tengkulak, bandar, Ijon gigit jari",1897114224801013851,,in,0,0,1
1897105751807812064,2025-03-05T02:03:52.000Z,3,"Efesiensi pemangkasan anggaran perjalanan dinas, dialihkan untuk saudara kita di pelosok pedesaan

Sekali dayung, dua tiga pulau terlewati

Pemerataan pembangunan, dengan mewujudkan ketahanan pangan",1897105751807812064,,in,0,0,0
1897098200554856689,2025-03-05T01:33:52.000Z,109,Dampak pemangkasan anggaran Wowo nih,1897098200554856689,,in,0,6,17
1897048191373336967,2025-03-04T22:15:08.000Z,1,"Menteri Sosial Saifullah Yusuf atau Gus Ipul memastikan kabar pemangkasan anggaran Komisi Nasional Disabilitas (KND) dari Rp5,6 miliar menjadi Rp500 juta adalah hoaks.

#KemensosSelaluAda https://t.co/MbtpxfNMft",1897048191373336967,https://pbs.twimg.com/media/GlOrRGqa4AEfYcQ.jpg,in,0,270,8
1896883061100527823,2025-03-04T11:19:14.000Z,0,"Komnas HAM termasuk dalam jajaran lembaga dan kementerian yang diharuskan melakukan efisiensi belanja anggaran hingga Rp 306 T pada 2025. Akibat pemangkasan ini, sejumlah agenda penegakan HAM terdampak. Tanpa keberpihakan negara, penegakan HAM akan terus diselimuti awan gelap.",1896883127571898555,,in,0,1,1
1896883061100527823,2025-03-04T11:18:58.000Z,0,"Penegakan Hak Asasi Manusia di Indonesia tak kunjung mengalami perbaikan. Berbagai tindak pelanggara HAM terus dialami warga. Saat para korban menanti keadilan, penanganan dugaan pelanggaran HAM justru terganjal pemangkasan anggaran. 

#BerkasKompas",1896883061100527823,,in,0,2,0
1896847660302418308,2025-03-04T08:58:18.000Z,370,"""MERIAM BAMBU"" ISTANA NEGARA

(Akan) mengejar koruptor sampai Antartika, mimpi besar Danantara, dan hal - hal bombastis lainnya, hingga akan menjerat bandar besar narkoba, lalu memberantas hingga ke akar - akarnya.

( Soal pemberantasan narkoba, mungkin bisa dimulai dari Istana https://t.co/sCaY6sbiLy",1896847660302418308,https://pbs.twimg.com/ext_tw_video_thumb/1896847358815809536/pu/img/Zw6ErgOT0hdHg5tB.jpg,in,10,48,148
1896474978750718077,2025-03-04T04:05:47.000Z,2061,"btw jangan lupa guys:
1. tolal pemangkasan anggaran pendidikan
2. cabut PSN bermasalah
3. tolak RUU Minerba
4. hapus multifungsi ABRI
5. sahkan RUU masyarakat adat
6. cabut INPRES 1 Jan 2025
7. evaluasi program MBG
8. realisasi tukin staf kampus
9. replace UU perampasan aset",1896774046723026987,,in,5,9,196
1896741849999831303,2025-03-04T01:57:51.000Z,3,"Pemerintah Indonesia mengumumkan pemangkasan anggaran Kementerian Pekerjaan Umum (PU) sebesar Rp 81,38 triliun dari pagu awal Rp 110,95 triliun, menyisakan Rp 29,57 triliun untuk sisa tahun anggaran 2025.

~SA #Meta #EfisiensiAnggaran
https://t.co/f4bn2WHpdC",1896741849999831303,,in,0,2,1
1896740143480111253,2025-03-04T01:51:04.000Z,18,Padahal kan polisi tidak kena pemangkasan anggaran kan? Apa masih kurang? 🤔,1896740143480111253,,in,0,1,6
1896544767028465973,2025-03-03T12:54:43.000Z,53,"Saat rakyat protes pemangkasan anggaran, Kemenhan angkat selebritas jadi stafsus.

Saat integritas perusahaan BUMN sedang diragukan akibat korupsi BBM, ada perusahaan yang mengangkat saudara kandung menhan jadi dirut.

Ini kebetulan atau gimana ya?",1896544767028465973,,in,2,2,21
1896464553208422808,2025-03-03T11:20:20.000Z,19,@BudiBukanIntel Sekarang mau berangkat bayar masss padahal nama progamnya goverment to goverment dulu sebelum ada pemangkasan anggaran nginepnya di el royal jakarta sekarang di wisma hijau ga dapet jaket lagi 🤣🤣 https://t.co/pE7KJdwrzF,1896521016865931718,https://pbs.twimg.com/media/GlHLz-VbMAALX17.jpg,in,1,0,2
1896447690093081026,2025-03-03T06:28:58.000Z,12,"Menteri Sosial Saifullah Yusuf membantah isu mengenai anggaran Komnas Disabilitas dipotong hingga Rp500 juta karena pemangkasan anggaran. Gus Ipul pun mengklaim efisiensi tak akan menganggu kinerja Kemensos.  

#Kemensos #EfisiensiAnggaran #SaifullahYusuf  #Disabilitas #Asumsico https://t.co/KKDV71SzhU",1896447690093081026,https://pbs.twimg.com/media/GlGJHqEaUAAGD7I.jpg,in,0,3,4
1896394707942719597,2025-03-03T02:58:26.000Z,0,"https://t.co/JIJJgO1Kk1

-Program #Mudik Gratis Lebih Dinanti Ketimbang Diskon Tarif 
-Marak #PHK, #Buruh akan Demo ke Istana Kepresidenan Rabu Lusa
-Koalisi Sipil Kecam Penggusuran Lahan Petani di #PadangHalaban

Simak berita selengkapnya di podcast #BuletinPagi melalui KBR https://t.co/APVU16T4Jx",1896394707942719597,https://pbs.twimg.com/media/GlFYZsqasAAs1wu.jpg,in,0,0,0
1896195822926340395,2025-03-02T23:54:34.000Z,198,"@abayisasi UI emng murahan, pemangkasan anggaran pendidikan aja dk tolak buat mbg",1896348435877609519,,in,0,0,0
1895874635650253060,2025-03-01T16:31:52.000Z,2,dan aku sangat kecewa dengan pemangkasan anggaran yang sudah jelas diprioritaskan untuk alasan yang relevan dan urgent. keputusan ini adalah kebalikan dari langkah maju dan mencerminkan kualitas pemimpin yang tidak pernah melek pada kondisi sosial rakyatnya. (3),1895874641673273381,,in,0,1,0
1895874635650253060,2025-03-01T16:31:51.000Z,12,"aku belum berkecimpung banget di dunia difabel tapi aku yakin ini isu yang harusnya kita semua bener-bener anggap sebagai ancaman. bahkan sebelum anggaran tersebut dipotong, fasilitas dan program yang diarahkan khusus untuk difabel masih sangat kurang. pemangkasan anggaran(1/?)",1895874635650253060,,in,0,1,3
1895801981471687061,2025-03-01T11:48:40.000Z,2,"@SuriHanFilan masih simpang siur karena omongan antara mensos dan KND juga beda, ini berita awalnya: https://t.co/IkSjylbSgv",1895803369991868592,,in,0,0,0
1895798284658303337,2025-03-01T11:28:27.000Z,1,"Protes Pemangkasan Anggaran, Menteri Pembangunan Inggris Pilih Mundur https://t.co/UalS4HZOsK",1895798284658303337,,in,0,0,0
1895701232788156609,2025-03-01T05:02:48.000Z,36,"Ketua Umum Serikat Pekerja Kampus (SPK), Dhiya Al-Uyun,  mengatakan pihaknya menolak efisiensi anggaran karena dibuat sepihak. SPK yang memperjuangkan hak dan kesejahteraan pekerja di perguruan tinggi itu menggambarkan pemangkasan anggaran ini sebagai ""kebijakan yang top-down"".",1895701232788156609,,in,0,1,23
1895400110420541484,2025-02-28T13:26:45.000Z,48,"@BBCIndonesia Pemangkasan anggaran pendidikan tinggi adalah pengkhianatan terhadap masa depan bangsa. Ironisnya, efisiensi Rp14,3 triliun ini terjadi saat korupsi Pertamina menembus Rp1.000 triliun. Dengan satu kasus korupsi saja, kita bisa membiayai 70 kali lipat anggaran pendidikan yang",1895465664758096383,,in,0,1,2
1895456782937637278,2025-02-28T12:51:27.000Z,0,"Menteri Sosial, Saifullah Yusuf sebut bantuan sosial untuk kaum disabilitas dipastikan tidak terdampak oleh pemangkasan anggaran, Jumat (28/2). 📸Irf
#BeritaElshinta https://t.co/LSBrti2Awu",1895456782937637278,https://pbs.twimg.com/media/Gk4DlS8XEAAxQtk.jpg,in,0,0,0
1895400110420541484,2025-02-28T12:48:42.000Z,11,@BBCIndonesia Negara gagal dimulai dari pemangkasan anggaran pendidikan.,1895456089870827563,,in,0,0,0
1895440953269449008,2025-02-28T11:48:33.000Z,2327,"Mimpi Basah Prabowo Subianto

Prabowo Subianto mengatakan keinginannya untuk kembali melakukan retreat pada tahun 2026 mendatang, jika memungkinkan. Pernyataan itu tentu membuat saya gusar, “Apa yang sedang Prabowo cari?”. Jika ia menginginkan satu komando, tegak lurus, atau https://t.co/gMdiH0AjZB",1895440953269449008,https://pbs.twimg.com/media/Gk30-PNa4AEVhcO.jpg,in,20,82,596
1895424207884108216,2025-02-28T10:42:01.000Z,39,"Salah satu alasan penulis-penulis Argentina bisa semakin banyak dikenal sedunia, dari tahun 2009, Kemenlu mereka punya translation support program, https://t.co/WlMlLsFM3f (masing-masing tahun ada di sini data-data judul buku, penulis, ke penerbit mana, bahasa, negara apa, dapat",1895424207884108216,,in,0,2,8
1895421266737369495,2025-02-28T10:30:19.000Z,2,"Menteri Sosial (Mensos) Saifullah Yusuf alias Gus Ipul mengatakan bahwa pagu anggaran Komisi Nasional Disabilitas tahun 2025 adalah Rp6,915 miliar. Terdapat pemangkasan sekira Rp3 miliar sehingga sisa anggarannya adalah Rp3,88 miliar. Hal itu disampaikannya merespons kabar bahwa https://t.co/4pvvC9HhqP",1895421266737369495,https://pbs.twimg.com/ext_tw_video_thumb/1895421101511192577/pu/img/nA1JDtQi2s4C_MTD.jpg,in,0,0,1
1895395875662504296,2025-02-28T08:49:26.000Z,0,"Menteri Sosial (Mensos) Saifullah Yusuf, yang akrab disapa Gus Ipul, mengungkapkan bahwa anggaran Komisi Nasional Disabilitas (KND) untuk tahun ini mengalami pemangkasan sebesar Rp 3,9 miliar, sehingga total anggaran menjadi Rp 3 miliar. 

“Pemotongan anggaran menjadi Rp 3 https://t.co/723U7R6MB9",1895395875662504296,https://pbs.twimg.com/media/Gk3Mf0-bUAAXxEp.jpg,in,0,0,1
1895390988148867260,2025-02-28T08:30:00.000Z,0,"Pemangkasan Anggaran KND Jadi Kendala Dorong Masyarakat Inklusif 

https://t.co/40rQYZGaUd",1895390988148867260,,in,0,0,1
1895372578732323283,2025-02-28T07:16:51.000Z,3,"Pemangkasan anggaran di era Prabowo menuai kritik. Tak hanya berdampak pada layanan publik, tapi juga sektor krusial seperti keamanan siber yang kini menghadapi ancaman besar. Selengkapnya di Publikasi Media Eksternal https://t.co/kLlO2pIm6p https://t.co/tKYNLDexPF",1895372578732323283,https://pbs.twimg.com/media/Gk23SVmaoAEekTZ.jpg,in,0,0,1
1895372569819451647,2025-02-28T07:16:49.000Z,1,"The Economist Sorot Pemangkasan Anggaran Prabowo, Sebut Ini
https://t.co/Rncwu3GAhI",1895372569819451647,,in,0,0,0
1895306798296637703,2025-02-28T02:55:28.000Z,2,"Pemangkasan anggaran Komisi Nasional Disabilitas (KND) dari Rp5,6 miliar menjadi hanya Rp500 juta bukan sekadar persoalan angka, tetapi cerminan dari bagaimana negara menempatkan isu disabilitas dalam skema kebijakan nasional. https://t.co/fKDW5aO5EW",1895306798296637703,https://pbs.twimg.com/media/Gk17e6kaYAA9s33.jpg,in,0,1,1
1895275007712145562,2025-02-28T00:49:09.000Z,47,"Sejumlah dosen dan mahasiswa memprotes pemangkasan anggaran di kampusnya. Kebijakan itu ditakutkan akan ""melumpuhkan proses pembelajaran"" dan membuat kualitas pendidikan ""makin terpuruk"". Apa masalah yang muncul setelah kebijakan efisiensi itu diterapkan? https://t.co/nPLqS6wFO6",1895275007712145562,,in,1,5,34
1895089005269786886,2025-02-27T12:30:02.000Z,6,Pemangkasan anggaran berisiko melemahkan keamanan siber Indonesia. Apa saja risikonya? #KolomTempo https://t.co/anF5P7vb8j,1895089005269786886,,in,0,1,1
1895058329308930270,2025-02-27T11:47:15.000Z,2,"6) ini bukan pernyataan, tapi pemberitaan awal mengenai pemangkasan anggaran Komisi Nasional Disabilitas diliput oleh reporter teman netra, Cheta Nilawaty P.

https://t.co/LS67nGWrNb",1895078237510000785,,in,0,1,1
1895067233568858441,2025-02-27T11:03:31.000Z,1,"Kukira yang terjadi cuma pemangkasan anggaran aja, ternyata zihao diterapin pemangkasan durasi Behind the Scenes juga 😭",1895067233568858441,,in,0,0,0
1895058329308930270,2025-02-27T10:32:54.000Z,4,"3) pernyataan dari sahabat kerja disabilitas — membagikan konten dari prakerja dan mengajak teman-teman untuk menyerukan ketidaksetujuan terhadap kebijakan pemangkasan anggaran KND.

https://t.co/vnPSTxGhDq",1895059528493998343,,in,1,1,1
1895058329308930270,2025-02-27T10:28:08.000Z,332,"buat temen-temen yang menaruh kepedulian sama pemangkasan anggaran Komisi Nasional Disabilitas, mari suarakan kepedulianmu dan beri ruang untuk suara komunitas disabilitas dengan membagikan suara mereka soal isu ini ✨✨✨

mari suarakan #PrioritasUntukDisabilitas",1895058329308930270,,in,2,1,375
1895055034687299852,2025-02-27T10:15:03.000Z,30,"#PrioritasUntukDisabilitas

Beberapa hari ini, pemberitaan mengenai pemangkasan anggaran untuk Komisi Nasional Disabilitas sedang hangat dibicarakan. Pemuda Autisme Indonesia sebagai kelompok advokasi diri autisme sangat menyesalkan kebijakan pemerintah yang terbaru ini. https://t.co/FC5J2wgDfT",1895055034687299852,https://pbs.twimg.com/media/GkyO4JAaoAE1mYH.jpg,in,2,1,43
1895038091230134690,2025-02-27T09:07:43.000Z,1,"Efisiensi di pemerintah daerah bukan hanya mengenai pengurangan biaya atau pemangkasan anggaran, tetapi lebih pada bagaimana menggunakan sumber daya secara optimal untuk mencapai tujuan pembangunan yang telah ditetapkan. #Headline https://t.co/t8jFW1kTmk",1895038091230134690,,in,0,0,0
1894990853640192132,2025-02-27T06:00:01.000Z,18,"Ketua DPRD Kota Malang, Amithya Ratnanggani menegaskan bahwa Pendidikan dan Kesehatan adalah aspek Krusial, maka efisiensi anggaran hanya bisa dilakukan untuk Program Pendukung lainnya.

”Kami ingin tidak ada pergeseran di dua bidang itu, nanti akan diselamatkan. Efisiensi https://t.co/U4hEPwxg0x",1894990853640192132,https://pbs.twimg.com/media/Gkw19_EaoAELdz7.jpg,in,0,1,4
1894975749855289423,2025-02-27T05:00:00.000Z,490,"Ketua DPP PDI Perjuangan Bidang Pemerintahan dan Otonomi Daerah, Ganjar Pranowo mengingatkan pemerintah bahwa efisiensi anggaran jangan mengorbankan fungsi negara. Ia menilai, jika pemangkasan anggaran mengorbankan fungsi negara, maka berarti pemerintah telah gagal.

Ganjar https://t.co/YTCwup5gy0",1894975749855289423,https://pbs.twimg.com/ext_tw_video_thumb/1894947793376288768/pu/img/cqLMz6ShOMm8kbah.jpg,in,8,65,104
1894960659835822505,2025-02-27T04:00:02.000Z,4,"Cegah Kenaikan UKT, Komisi X Dukung Kemendiktisaintek Tekan Pemangkasan Anggaran ke Rp 6,7 Triliun  https://t.co/9Wah2e1yx9",1894960659835822505,,in,0,0,1
1894782393959256202,2025-02-26T16:11:40.000Z,16,"Prabowo mengakui bahwa kehidupan di luar negeri tak jauh berbeda dengan di Indonesia, sehingga ia mengajak semua pihak untuk memajukan Indonesia demi memperkuat kesejahteraan dan perekonomian.

Prabowo juga menyinggung soal efisiensi anggaran. Ia menjelaskan, penghematan itu https://t.co/UGKrbPIpGu",1894782393959256202,https://pbs.twimg.com/media/GkueZf6bwAA6LYj.jpg,in,0,6,0
1894752966818832685,2025-02-26T14:14:44.000Z,2,"Sebenarnya malas berkomentar soal mana lebih baik antara STEM &amp; Soshum? Setelah ngeliat konten nir empati dr Wamen yg latbelnya STEM di tengah problem tukin dosen, pemangkasan anggaran pendidikan, sampai pendidikan yg ternyata jd pendukung sj dlm agenda politik praboro fufufafa",1894752966818832685,,in,0,1,0
1894725440553796062,2025-02-26T12:25:21.000Z,2361,"Selain menolak MBG, para pelajar Papua juga menolak pemangkasan anggaran pendiikan oleh pemerintah yang bakal membuat mereka kian terpuruk

Mereka juga menuntut perbaikan sarana-prasarana dan peningkatan mutu pendidikan di Deiyai

Semakin hari semakin hormat saya sama pelajar ini https://t.co/MEfCbJ8FhJ",1894725440553796062,https://pbs.twimg.com/media/Gktquw5XcAAtR7D.jpg,in,7,13,1556
1894725380000596451,2025-02-26T12:25:07.000Z,23,"Anggaran Komisi Nasional Disabilitas kena pemangkasan nyentuh angka 90%, dari 5.6 Milyar sampai 500 juta. Sintinggg sintinggg, anggaran buat disablitas aja dikenain pemangkasan.

Udah gamasuk di nalar gue anjingggg, ada yg masih nanya dimana indonesia gelap?",1894725380000596451,,in,1,0,16
1894604262145233022,2025-02-26T10:03:39.000Z,2,"@UwohMe @Ndons_Back @Kimberley_PS08 @florieliciouss @are_inismyname @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @99propaganda @naylaodre @BhAr4TA_JA Semoga dengan efesiensi pemangkasan anggaran. @KemenkoInfra dapat menemukan celah, penyebab banyak bocornya anggaran.",1894689778408509541,,in,0,1,0
1894677267164655720,2025-02-26T09:13:56.000Z,1,"Akademisi Lampung menilai dengan kebijakan pemangkasan belanja maka pencairan anggaran PSU terancam berjalan lambat dan penuh birokrasi.

via @detiksumbagsel https://t.co/iTMFJMWixh",1894677267164655720,,in,0,0,1
1894663279068549555,2025-02-26T08:18:22.000Z,0,"Efisiensi anggaran belanja negara diwujudkan melalui tiga putaran pemangkasan. Menimbulkan kekhawatiran akan dampak negatif. 

Penghematan dikaitkan dengan rencana investasi ke Danantara di tengah kemelut transparansi dan akuntabilitas. 

Tata kelola yang buruk bisa menggagalkan https://t.co/EAroZ7Rbuv",1894663282159743427,https://pbs.twimg.com/media/GksxspsbgAAcvnU.jpg,in,0,1,1
1894592463538721252,2025-02-26T08:14:47.000Z,3,"@kirarance @barengwarga @BudiBukanIntel Aksi kolektif memang penting, tapi harus disertai strategi: 1) Buat koalisi lintas organisasi disabilitas untuk mendesak revisi anggaran; 2) Libatkan media untuk investigasi dampak konkret pemangkasan ini; 3) Ajukan judicial review ke MA karena berpotensi melanggar UU Penyandang",1894662380522803617,,in,0,3,1
1894592463538721252,2025-02-26T08:14:17.000Z,14,"@kirarance @barengwarga @BudiBukanIntel Pemangkasan anggaran KND sebesar 91% adalah pukulan telak bagi komunitas disabilitas Indonesia. Saat negara dengan mudah menggelontorkan triliunan untuk proyek infrastruktur, pemotongan dari Rp5,6 miliar menjadi Rp500 juta menunjukkan prioritas yang memprihatinkan. Ini bukan",1894662256530780202,,in,0,1,3
1894643661142724830,2025-02-26T07:00:36.000Z,3,"Sekitar seribu mahasiswa yang mengepung kantor Dewan Perwakilan Rakyat Daerah, Gubernur Jawa Tengah, dan Polda Jawa Tengah. Mereka mengkritik pemangkasan anggaran yang berdampak terhadap dunia pendidikan.",1894643710476128577,,in,0,1,2
1894329057820774441,2025-02-26T06:54:57.000Z,2,"@BudiBukanIntel Pengen tag senior kerja gw yg katanya pemangkasan anggaran pendidikan itu ga ada dan gw cuma kena propaganda 😮‍💨😮‍💨🤌 
Lucunya lagi dia S1 hukum 😮‍💨",1894642291123613720,,in,0,0,0
1894592463538721252,2025-02-26T04:43:06.000Z,11,@adamadiwijaya @barengwarga @BudiBukanIntel betul https://t.co/IkSjylbSgv,1894609108504121536,,en,0,0,2
1894592463538721252,2025-02-26T04:42:54.000Z,5,@wargacipil @barengwarga @BudiBukanIntel beneran kaak https://t.co/IkSjylbSgv,1894609059950858662,,in,0,0,5
1894595156386746652,2025-02-26T03:47:39.000Z,46,"Satu-satunya pemangkasan yang menyenangkan. Sebelumnya pemangkasan anggaran, nurani, dan moral sudah cukup bikin mumet.",1894595156386746652,,in,1,0,6
1894402059472179576,2025-02-26T02:49:05.000Z,7,"@ARSIPAJA Ucapan seperti peramal tanpa basis data jadi terlihat membual. 
Yg membuat #IndonesiaGelap saat ini adlh kebijakan, diantaranya pemangkasan anggaran yg berdampak lngsng kpd rkyt demi sebuah ambisi sm spt junjunganya. 
Jk ingin pangkas adlh gaji, tunjangan &amp; fasilitas para pjbt. https://t.co/WOKnXWJQ3D",1894580416683938111,https://pbs.twimg.com/media/Gkrlo2abkAASltR.jpg,in,0,0,0
1894382730072211917,2025-02-25T13:43:33.000Z,2,"Masyarakat sebagai pembayar pajak berhak tahu ke mana saja hasil pemangkasan anggaran akan disalurkan. Apakah hanya untuk Danantara dan Makan Bergizi Gratis? #Ekonomi #AdadiKompas

https://t.co/7j9wyx1TOq",1894382730072211917,,in,0,2,2
1894380508114817537,2025-02-25T13:34:43.000Z,11,"Semoga pemangkasan anggaran Kemenkes ini tidak ""berimbas pada dipangkasnya kesejahteraan tenaga medis"".

Anggaran Kemenkes Dipangkas Rp19 T, Pejabat Terbang Kelas Ekonomi https://t.co/c3sqbWwsc0 https://t.co/30OSgnjrrc",1894380508114817537,https://pbs.twimg.com/media/GkoxCBJXwAAGkrA.jpg,in,0,3,2
1894372925915926593,2025-02-25T13:04:35.000Z,0,"Pimpinan Perusahaan Umum Damri masih menanti keputusan pemerintah atas pemangkasan anggaran. Besaran yang berubah berisiko mengurangi operasional angkutan perintis. #Ekonomi #AdadiKompas

https://t.co/ijejPghgWk",1894372925915926593,,in,0,0,0
1894353874464772390,2025-02-25T11:49:04.000Z,14,"Baca kajian lengkap kami di sini:

https://t.co/NBmBBTzqW1",1894353917670240503,,in,2,2,3
1894339122778742863,2025-02-25T10:50:28.000Z,10,"Dampak buruknya terhadap pelayanan publik dan perekonomian akan bertambah-tambah jika Prabowo kembali memangkas anggaran hingga Rp 750 triliun.
https://t.co/ITGywMsAwb",1894339171462025295,,in,0,1,1
